EmployeeNumber,Gender,Age,Attrition,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,HourlyRate,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1289,Male,34,No,Travel_Frequently,Human Resources,11,Life Sciences,3,56,Human Resources,2,Married,4490,4,No,11,3,14,5,4,10,9,1,8
1291,Male,35,No,Travel_Rarely,Research & Development,6,Life Sciences,3,66,Research Scientist,3,Married,3506,0,Yes,14,3,4,3,3,3,2,2,2
1292,Female,42,No,Travel_Rarely,Research & Development,7,Medical,2,78,Research Scientist,2,Married,2372,6,Yes,16,3,18,2,3,1,0,0,0
1293,Female,43,No,Travel_Rarely,Sales,4,Marketing,4,56,Sales Executive,4,Single,10231,3,No,14,3,23,3,4,21,7,15,17
1294,Female,36,No,Travel_Rarely,Research & Development,2,Life Sciences,3,53,Manufacturing Director,2,Single,5410,9,Yes,11,3,18,2,3,16,14,5,12
1295,Female,44,Yes,Travel_Rarely,Research & Development,15,Medical,1,73,Healthcare Representative,4,Married,7978,1,No,11,3,10,2,3,10,7,0,5
1296,Male,28,No,Travel_Frequently,Research & Development,2,Life Sciences,4,52,Laboratory Technician,4,Married,3867,1,Yes,12,3,2,2,3,2,2,2,2
1297,Female,51,No,Travel_Frequently,Research & Development,6,Medical,2,40,Laboratory Technician,3,Single,2838,0,No,14,3,8,6,2,7,0,7,7
1298,Female,30,No,Non-Travel,Research & Development,9,Medical,3,72,Manufacturing Director,3,Single,4695,7,Yes,18,3,10,3,3,8,4,1,7
1299,Female,29,Yes,Travel_Rarely,Research & Development,7,Technical Degree,2,39,Laboratory Technician,3,Divorced,3339,3,Yes,13,3,10,2,3,7,7,7,7
1301,Male,28,No,Travel_Rarely,Research & Development,1,Technical Degree,4,84,Research Scientist,1,Single,2080,2,No,11,3,5,2,2,3,2,1,2
1303,Female,25,No,Travel_Rarely,Research & Development,1,Medical,4,40,Research Scientist,2,Single,2096,1,No,18,3,2,3,2,2,2,2,1
1304,Male,32,No,Travel_Rarely,Sales,8,Medical,3,56,Sales Executive,4,Married,6209,1,No,15,3,10,4,4,10,7,0,8
1306,Female,45,No,Travel_Frequently,Research & Development,25,Medical,2,83,Manager,2,Single,18061,3,No,22,4,22,4,3,0,0,0,0
1307,Female,39,No,Travel_Rarely,Research & Development,13,Medical,3,94,Manager,2,Divorced,17123,6,Yes,13,3,21,4,3,19,9,15,2
1308,Male,58,No,Travel_Rarely,Research & Development,23,Life Sciences,1,88,Research Scientist,3,Divorced,2372,1,No,12,3,2,3,3,2,2,2,2
1309,Male,32,Yes,Travel_Rarely,Research & Development,7,Life Sciences,4,79,Laboratory Technician,3,Married,4883,1,No,18,3,10,3,3,10,4,1,1
1310,Male,39,Yes,Travel_Rarely,Research & Development,23,Medical,3,93,Research Scientist,1,Single,3904,0,No,13,3,6,2,3,5,2,0,3
1311,Female,30,No,Travel_Rarely,Research & Development,6,Technical Degree,1,48,Laboratory Technician,4,Married,4627,0,No,12,3,10,6,3,9,2,6,7
1312,Female,36,No,Travel_Rarely,Research & Development,10,Technical Degree,4,63,Healthcare Representative,3,Married,7094,3,No,12,3,10,0,3,7,7,1,7
1314,Female,46,No,Travel_Rarely,Human Resources,1,Life Sciences,4,44,Human Resources,1,Single,3423,6,No,12,3,10,3,4,7,6,5,7
1315,Female,28,No,Non-Travel,Research & Development,1,Life Sciences,3,55,Laboratory Technician,4,Married,6674,0,No,11,3,10,6,3,9,8,7,5
1317,Female,50,No,Travel_Rarely,Research & Development,28,Life Sciences,4,43,Research Director,1,Married,16880,4,Yes,11,3,25,2,3,3,2,1,2
1318,Male,40,Yes,Travel_Rarely,Sales,25,Marketing,4,57,Sales Executive,2,Single,9094,2,Yes,12,3,9,2,3,5,4,1,0
1319,Male,52,Yes,Travel_Rarely,Sales,5,Life Sciences,2,64,Sales Executive,2,Single,8446,9,Yes,19,3,10,2,2,8,7,7,7
1321,Female,30,No,Travel_Rarely,Research & Development,17,Medical,2,95,Manager,1,Married,11916,1,Yes,23,4,9,2,3,9,1,0,8
1322,Male,39,No,Travel_Rarely,Research & Development,18,Life Sciences,1,32,Manufacturing Director,3,Single,4534,0,No,11,3,9,6,3,8,7,1,7
1324,Female,31,No,Non-Travel,Sales,2,Life Sciences,4,57,Sales Executive,3,Divorced,9852,1,Yes,19,3,10,5,2,10,8,9,6
1329,Male,41,No,Non-Travel,Sales,10,Medical,3,40,Sales Executive,2,Single,6151,1,No,13,3,19,4,3,19,2,11,9
1331,Female,31,Yes,Travel_Frequently,Sales,1,Life Sciences,4,54,Sales Representative,2,Single,2302,1,Yes,11,3,3,2,4,3,2,2,2
1333,Male,44,Yes,Travel_Rarely,Research & Development,3,Life Sciences,1,89,Laboratory Technician,1,Married,2362,4,No,12,3,10,4,4,3,2,1,2
1334,Male,42,No,Non-Travel,Research & Development,2,Life Sciences,3,37,Manager,3,Married,17861,0,Yes,13,3,21,3,2,20,8,2,10
1336,Female,55,No,Travel_Rarely,Research & Development,2,Medical,4,58,Manager,3,Married,19187,4,No,14,3,23,5,3,19,9,9,11
1338,Male,56,No,Travel_Rarely,Human Resources,8,Life Sciences,4,99,Manager,2,Single,19717,6,No,14,3,36,4,3,7,3,7,7
1340,Male,40,No,Non-Travel,Research & Development,16,Life Sciences,3,74,Research Scientist,3,Divorced,3544,9,No,16,3,6,0,3,4,2,0,0
1344,Male,34,No,Travel_Rarely,Research & Development,9,Life Sciences,4,86,Healthcare Representative,4,Divorced,8500,0,No,11,3,10,0,2,9,7,1,6
1346,Male,40,No,Travel_Rarely,Research & Development,2,Life Sciences,3,98,Research Scientist,4,Single,4661,1,No,13,3,9,4,3,9,8,8,8
1349,Female,41,No,Travel_Frequently,Sales,1,Marketing,3,66,Sales Executive,1,Divorced,4103,0,No,17,3,10,2,3,9,3,1,7
1350,Male,35,No,Travel_Frequently,Research & Development,4,Life Sciences,3,87,Research Scientist,3,Single,4249,1,Yes,11,3,9,3,3,9,6,1,1
1352,Male,51,No,Travel_Rarely,Human Resources,5,Life Sciences,3,84,Manager,2,Divorced,14026,1,Yes,11,3,33,2,3,33,9,0,10
1355,Female,38,No,Travel_Rarely,Sales,2,Life Sciences,2,31,Sales Executive,1,Divorced,6893,3,No,15,3,11,3,3,7,7,1,7
1356,Female,34,No,Travel_Rarely,Sales,15,Medical,3,66,Sales Executive,1,Single,6125,1,No,12,3,10,6,4,10,8,9,6
1358,Male,25,No,Travel_Rarely,Research & Development,19,Medical,4,67,Laboratory Technician,4,Married,3669,3,No,11,3,7,6,2,3,2,1,2
1360,Female,58,Yes,Travel_Rarely,Research & Development,7,Medical,3,53,Manufacturing Director,1,Married,10008,7,Yes,14,3,31,0,2,10,9,5,9
1361,Male,40,No,Travel_Rarely,Research & Development,1,Life Sciences,2,88,Laboratory Technician,2,Married,2387,3,No,22,4,7,3,3,4,2,0,3
1362,Female,36,No,Travel_Frequently,Sales,7,Marketing,1,83,Sales Executive,1,Married,4639,2,No,16,3,17,2,2,15,7,6,13
1363,Male,48,No,Travel_Rarely,Research & Development,4,Life Sciences,4,54,Manufacturing Director,4,Single,7898,1,No,11,3,11,2,3,10,9,0,8
1364,Female,27,No,Travel_Rarely,Sales,11,Medical,3,98,Sales Representative,4,Married,2534,8,No,14,3,5,4,3,1,0,0,0
1367,Female,51,No,Travel_Rarely,Research & Development,11,Technical Degree,4,82,Manufacturing Director,2,Single,13142,3,No,16,3,29,1,2,5,2,0,3
1368,Female,18,No,Non-Travel,Research & Development,1,Life Sciences,4,97,Laboratory Technician,4,Single,1611,1,No,15,3,0,5,4,0,0,0,0
1369,Female,35,No,Travel_Rarely,Research & Development,1,Medical,4,60,Laboratory Technician,4,Married,5363,0,No,12,3,10,0,3,9,7,0,0
1371,Male,27,No,Travel_Frequently,Sales,2,Life Sciences,4,43,Sales Executive,4,Single,5071,3,No,20,4,8,3,3,6,2,0,0
1372,Male,55,Yes,Travel_Rarely,Sales,13,Marketing,1,85,Sales Executive,3,Single,13695,6,Yes,17,3,24,2,2,19,7,3,8
1373,Male,56,No,Travel_Rarely,Research & Development,23,Life Sciences,4,68,Manufacturing Director,2,Married,13402,4,Yes,12,3,33,0,3,19,16,15,9
1374,Female,34,No,Non-Travel,Research & Development,26,Technical Degree,1,92,Research Scientist,3,Divorced,2029,1,No,20,4,5,2,3,5,4,0,0
1375,Female,40,No,Travel_Rarely,Research & Development,2,Medical,2,89,Healthcare Representative,3,Divorced,6377,5,No,20,4,15,0,3,12,11,11,8
1377,Male,34,No,Travel_Rarely,Research & Development,29,Medical,2,86,Laboratory Technician,3,Married,5429,4,No,13,3,10,1,3,8,7,7,7
1379,Female,31,Yes,Travel_Frequently,Sales,2,Life Sciences,3,90,Sales Representative,4,Single,2785,7,No,14,3,3,3,4,1,0,0,0
1380,Female,35,Yes,Travel_Frequently,Sales,18,Marketing,4,67,Sales Executive,3,Married,4614,0,Yes,18,3,5,0,2,4,2,3,2
1382,Male,38,No,Travel_Frequently,Research & Development,7,Life Sciences,4,57,Research Scientist,3,Divorced,2610,1,No,11,3,4,2,3,4,2,0,3
1383,Female,34,No,Travel_Rarely,Research & Development,2,Technical Degree,3,98,Healthcare Representative,4,Single,6687,1,No,11,3,14,2,4,14,11,4,11
1387,Male,28,No,Travel_Rarely,Sales,26,Life Sciences,3,48,Sales Executive,1,Married,4724,1,No,11,3,5,0,3,5,3,0,4
1389,Male,31,Yes,Travel_Rarely,Research & Development,22,Medical,4,98,Manufacturing Director,3,Married,6179,1,Yes,15,3,10,3,2,10,2,6,7
1390,Male,39,No,Travel_Rarely,Sales,21,Life Sciences,1,44,Sales Executive,4,Married,6120,3,Yes,12,3,8,2,4,5,4,1,4
1391,Male,51,No,Travel_Frequently,Sales,2,Marketing,2,52,Sales Executive,2,Married,10596,2,No,11,3,14,5,3,4,2,3,2
1392,Female,41,No,Travel_Frequently,Research & Development,22,Life Sciences,4,75,Research Scientist,4,Divorced,5467,3,Yes,14,3,12,4,2,6,2,3,3
1394,Male,37,No,Travel_Rarely,Research & Development,4,Life Sciences,3,54,Research Scientist,3,Married,2996,7,Yes,15,3,8,2,3,6,4,1,3
1395,Male,33,No,Travel_Frequently,Sales,5,Life Sciences,2,61,Sales Executive,4,Married,9998,6,No,13,3,8,2,4,5,4,1,2
1396,Male,32,No,Travel_Rarely,Sales,2,Marketing,3,36,Sales Executive,2,Married,4078,0,Yes,13,3,4,3,2,3,2,1,2
1397,Male,39,No,Non-Travel,Research & Development,25,Life Sciences,3,71,Healthcare Representative,3,Married,10920,3,No,21,4,13,2,3,6,4,0,5
1399,Male,25,No,Travel_Rarely,Sales,18,Life Sciences,1,93,Sales Executive,3,Married,6232,2,No,11,3,6,3,2,3,2,1,2
1401,Female,52,No,Travel_Frequently,Research & Development,28,Medical,4,59,Manufacturing Director,3,Married,13247,2,Yes,11,3,24,3,2,5,3,0,2
1402,Female,43,No,Travel_Rarely,Research & Development,6,Medical,1,73,Research Scientist,3,Single,4081,1,Yes,14,3,20,3,1,20,7,1,8
1403,Female,27,No,Travel_Rarely,Sales,10,Marketing,4,98,Sales Executive,4,Married,5769,1,Yes,11,3,6,3,3,6,2,4,4
1405,Female,27,Yes,Travel_Rarely,Research & Development,17,Life Sciences,4,51,Research Scientist,3,Single,2394,1,Yes,13,3,8,2,3,8,2,7,7
1407,Male,26,No,Travel_Rarely,Research & Development,2,Medical,1,36,Research Scientist,4,Single,3904,0,No,12,3,5,2,3,4,3,1,1
1408,Female,42,No,Travel_Rarely,Human Resources,10,Human Resources,3,31,Manager,1,Married,16799,0,No,14,3,21,5,3,20,7,0,9
1409,Female,52,No,Travel_Rarely,Research & Development,8,Other,3,54,Laboratory Technician,1,Married,2950,9,No,13,3,12,2,1,5,4,0,4
1411,Female,37,No,Travel_Rarely,Research & Development,11,Medical,1,94,Laboratory Technician,3,Single,3629,4,No,18,3,8,6,3,3,2,0,2
1412,Male,35,No,Travel_Frequently,Research & Development,18,Life Sciences,3,60,Manufacturing Director,4,Single,9362,2,No,11,3,10,2,3,2,2,2,2
1415,Male,25,No,Travel_Rarely,Research & Development,1,Technical Degree,1,81,Laboratory Technician,4,Married,3229,4,No,11,3,7,2,2,3,2,0,2
1417,Male,26,No,Travel_Rarely,Research & Development,7,Other,3,100,Laboratory Technician,1,Single,3578,0,No,12,3,8,2,3,7,7,0,7
1419,Male,29,No,Travel_Rarely,Human Resources,17,Other,2,51,Human Resources,1,Single,7988,1,No,13,3,10,3,2,10,9,0,9
1420,Male,49,Yes,Travel_Frequently,Research & Development,28,Life Sciences,1,97,Laboratory Technician,1,Single,4284,3,No,20,4,20,2,3,4,3,1,3
1421,Female,29,Yes,Travel_Frequently,Research & Development,14,Other,3,84,Healthcare Representative,4,Single,7553,0,Yes,12,3,9,1,3,8,7,7,7
1422,Female,54,No,Travel_Rarely,Research & Development,1,Medical,4,54,Research Director,4,Single,17328,6,No,19,3,29,3,2,20,7,12,7
1423,Female,58,No,Travel_Rarely,Research & Development,1,Medical,4,76,Research Director,1,Married,19701,3,Yes,21,4,32,3,3,9,8,1,5
1424,Male,55,No,Travel_Rarely,Research & Development,1,Medical,2,81,Research Director,4,Divorced,14732,2,No,13,3,31,4,4,7,7,0,0
1425,Female,36,No,Travel_Rarely,Sales,3,Marketing,1,99,Sales Executive,2,Single,9278,3,Yes,16,3,15,3,3,5,4,0,1
1427,Female,31,Yes,Travel_Frequently,Sales,1,Life Sciences,2,50,Sales Representative,3,Single,1359,1,No,12,3,1,3,3,1,0,0,0
1428,Female,30,No,Travel_Rarely,Sales,7,Marketing,4,73,Sales Executive,1,Divorced,4779,7,No,14,3,8,3,3,3,2,0,2
1430,Female,31,No,Travel_Rarely,Research & Development,8,Life Sciences,1,93,Research Director,2,Single,16422,3,No,11,3,9,3,4,3,2,1,0
1431,Male,34,No,Travel_Frequently,Research & Development,1,Other,4,91,Research Scientist,1,Divorced,2996,5,No,14,3,10,2,3,4,3,1,3
1433,Female,31,Yes,Travel_Rarely,Research & Development,8,Life Sciences,1,34,Research Scientist,2,Single,1261,1,No,12,3,1,3,4,1,0,0,0
1434,Male,27,No,Travel_Rarely,Research & Development,11,Life Sciences,2,91,Laboratory Technician,1,Married,2099,0,No,14,3,6,3,4,5,0,1,4
1435,Male,36,No,Travel_Rarely,Research & Development,4,Life Sciences,1,37,Laboratory Technician,4,Single,5810,1,No,16,3,10,2,2,10,4,1,8
1436,Female,36,No,Travel_Rarely,Sales,16,Marketing,3,98,Sales Executive,1,Married,5647,4,No,13,3,11,3,2,3,2,0,2
1438,Male,47,No,Travel_Rarely,Research & Development,1,Technical Degree,1,74,Research Scientist,4,Married,3420,7,No,12,3,17,2,2,6,5,1,2
1439,Male,25,Yes,Travel_Rarely,Sales,9,Life Sciences,1,68,Sales Representative,1,Married,4400,3,No,12,3,6,2,3,3,2,2,2
1440,Male,37,No,Non-Travel,Research & Development,5,Technical Degree,3,84,Laboratory Technician,3,Single,3500,0,No,14,3,7,2,1,6,5,1,3
1441,Female,56,No,Travel_Rarely,Research & Development,1,Life Sciences,1,90,Research Scientist,1,Married,2066,2,No,22,4,5,3,4,3,2,1,0
1443,Female,47,No,Travel_Rarely,Research & Development,2,Medical,1,82,Research Director,3,Married,17169,3,No,19,3,26,2,4,20,17,5,6
1445,Female,24,No,Travel_Rarely,Sales,4,Medical,4,42,Sales Executive,3,Married,4162,1,Yes,12,3,5,3,3,5,4,0,3
1446,Male,32,No,Travel_Rarely,Sales,7,Marketing,4,97,Sales Executive,4,Married,9204,4,No,12,3,7,3,2,4,3,0,3
1447,Female,34,No,Travel_Rarely,Research & Development,1,Life Sciences,4,86,Laboratory Technician,2,Married,3294,5,No,17,3,7,2,2,5,4,0,2
1448,Male,41,No,Travel_Rarely,Research & Development,5,Medical,2,90,Research Scientist,3,Married,2127,2,Yes,12,3,7,5,2,4,2,0,3
1449,Male,40,No,Non-Travel,Research & Development,9,Other,3,81,Laboratory Technician,3,Divorced,3975,3,No,11,3,11,2,4,8,7,0,7
1453,Male,31,No,Travel_Rarely,Sales,8,Life Sciences,1,31,Sales Executive,4,Divorced,10793,1,No,18,3,13,5,3,13,7,9,9
1457,Male,46,Yes,Travel_Rarely,Sales,9,Marketing,1,52,Sales Executive,4,Divorced,10096,4,No,11,3,28,1,4,7,7,4,3
1458,Female,39,Yes,Non-Travel,Research & Development,2,Life Sciences,1,54,Laboratory Technician,1,Single,3646,2,Yes,23,4,11,2,4,1,0,0,0
1459,Female,31,Yes,Travel_Frequently,Research & Development,1,Life Sciences,3,100,Manufacturing Director,2,Single,7446,1,No,11,3,10,2,3,10,8,4,7
1460,Male,45,No,Travel_Rarely,Research & Development,20,Medical,2,95,Healthcare Representative,1,Divorced,10851,2,Yes,18,3,24,2,3,7,7,0,7
1461,Female,31,No,Travel_Rarely,Human Resources,8,Medical,4,96,Human Resources,2,Single,2109,9,No,18,3,8,3,3,3,2,0,2
1464,Male,31,Yes,Travel_Frequently,Research & Development,2,Life Sciences,2,94,Laboratory Technician,4,Married,3722,6,Yes,13,3,7,2,1,2,2,2,2
1465,Male,45,No,Travel_Rarely,Research & Development,29,Technical Degree,2,55,Manufacturing Director,4,Married,9380,4,Yes,18,3,10,4,4,3,1,1,2
1466,Male,48,No,Travel_Rarely,Sales,7,Marketing,3,96,Sales Executive,1,Divorced,5486,4,No,11,3,15,3,3,2,2,2,2
1467,Female,34,Yes,Travel_Rarely,Human Resources,9,Technical Degree,1,52,Human Resources,3,Married,2742,1,No,15,3,2,0,3,2,2,2,2
1468,Male,40,No,Non-Travel,Research & Development,8,Medical,4,55,Research Director,2,Divorced,13757,2,No,11,3,16,5,3,9,8,4,8
1469,Male,28,No,Travel_Rarely,Sales,5,Medical,4,84,Sales Executive,1,Single,8463,0,No,18,3,6,4,3,5,4,1,3
1471,Male,44,No,Non-Travel,Research & Development,5,Life Sciences,3,90,Laboratory Technician,3,Single,3162,3,No,14,3,7,5,3,5,2,0,3
1472,Male,53,No,Travel_Rarely,Research & Development,2,Medical,4,39,Research Director,2,Single,16598,4,No,12,3,35,2,2,9,8,8,8
1473,Male,49,No,Travel_Rarely,Research & Development,5,Technical Degree,1,96,Healthcare Representative,3,Married,6651,2,No,14,3,20,0,2,3,2,1,2
1474,Male,40,No,Travel_Rarely,Research & Development,2,Medical,3,68,Research Scientist,3,Divorced,2345,2,No,14,3,8,3,4,3,1,1,2
1475,Male,44,No,Travel_Rarely,Research & Development,20,Life Sciences,4,49,Research Scientist,2,Single,3420,1,No,13,3,6,3,2,5,2,1,3
1477,Male,33,No,Travel_Frequently,Sales,7,Medical,4,54,Sales Executive,1,Married,4373,0,No,14,3,5,2,3,4,3,0,3
1478,Male,34,No,Travel_Rarely,Sales,3,Other,4,81,Sales Executive,1,Single,4759,3,No,18,3,15,2,3,13,9,3,12
1479,Male,30,No,Travel_Rarely,Sales,16,Life Sciences,4,96,Sales Executive,3,Married,5301,8,No,15,3,4,2,2,2,1,2,2
1480,Female,42,No,Travel_Frequently,Research & Development,9,Medical,1,74,Laboratory Technician,4,Single,3673,1,No,13,3,12,3,3,12,9,5,8
1481,Female,44,No,Travel_Frequently,Sales,1,Marketing,1,79,Sales Executive,3,Married,4768,7,No,12,3,11,4,2,1,0,0,0
1482,Male,30,No,Non-Travel,Research & Development,7,Technical Degree,3,64,Research Scientist,3,Divorced,1274,1,No,13,3,1,2,2,1,0,0,0
1483,Male,57,No,Travel_Rarely,Research & Development,1,Life Sciences,2,93,Research Scientist,3,Married,4900,0,No,24,4,13,2,2,12,9,2,8
1484,Male,49,No,Travel_Rarely,Research & Development,7,Life Sciences,3,35,Healthcare Representative,2,Divorced,10466,3,No,14,3,29,3,3,8,7,0,7
1485,Male,34,No,Travel_Frequently,Research & Development,15,Medical,2,71,Research Director,1,Divorced,17007,7,No,14,3,16,3,2,14,8,6,9
1486,Male,28,Yes,Travel_Frequently,Sales,1,Technical Degree,1,92,Sales Representative,3,Married,2909,3,No,15,3,5,3,4,3,2,1,2
1487,Female,29,Yes,Travel_Frequently,Sales,13,Technical Degree,1,51,Sales Executive,2,Single,5765,5,No,11,3,7,4,1,5,3,0,0
1489,Female,34,Yes,Travel_Rarely,Sales,24,Medical,1,40,Sales Executive,2,Single,4599,0,Yes,23,4,16,2,4,15,9,10,10
1492,Male,35,No,Travel_Rarely,Sales,7,Life Sciences,4,76,Sales Representative,3,Married,2404,1,No,13,3,1,3,3,1,0,0,0
1494,Male,24,Yes,Travel_Frequently,Research & Development,9,Medical,2,89,Laboratory Technician,1,Single,3172,2,Yes,11,3,4,2,2,0,0,0,0
1495,Female,24,No,Non-Travel,Sales,13,Life Sciences,4,78,Sales Representative,2,Married,2033,1,No,13,3,1,2,3,1,0,0,0
1496,Male,44,No,Travel_Frequently,Research & Development,2,Medical,2,86,Manufacturing Director,3,Single,10209,5,Yes,18,3,16,2,2,2,2,2,2
1497,Male,29,No,Travel_Rarely,Sales,19,Life Sciences,3,77,Sales Executive,3,Divorced,8620,1,No,14,3,10,3,3,10,7,0,4
1499,Male,30,No,Travel_Rarely,Human Resources,1,Life Sciences,3,46,Human Resources,3,Divorced,2064,0,No,21,4,6,3,4,5,3,1,3
1501,Male,55,No,Travel_Rarely,Research & Development,4,Life Sciences,4,30,Healthcare Representative,3,Married,4035,0,Yes,16,3,4,2,3,3,2,1,2
1502,Female,33,No,Travel_Rarely,Research & Development,4,Medical,1,82,Laboratory Technician,2,Married,3838,8,No,11,3,8,5,3,5,4,0,2
1503,Female,47,No,Travel_Rarely,Sales,14,Medical,3,78,Sales Executive,3,Married,4591,3,Yes,17,3,11,4,2,5,4,1,2
1504,Male,28,Yes,Travel_Frequently,Research & Development,2,Medical,3,38,Laboratory Technician,1,Single,2561,7,No,11,3,8,2,2,0,0,0,0
1506,Male,28,No,Travel_Rarely,Research & Development,1,Life Sciences,1,72,Research Scientist,3,Divorced,1563,1,No,14,3,1,2,1,1,0,0,0
1507,Male,28,No,Travel_Frequently,Sales,7,Life Sciences,3,55,Sales Executive,1,Single,4898,0,No,14,3,5,5,3,4,2,1,3
1509,Female,49,No,Travel_Rarely,Research & Development,3,Medical,3,43,Laboratory Technician,1,Married,4789,4,No,25,4,10,3,3,3,2,1,2
1513,Female,29,No,Travel_Frequently,Research & Development,2,Life Sciences,4,97,Laboratory Technician,2,Married,3180,0,No,13,3,4,3,3,3,2,0,2
1514,Male,28,No,Travel_Rarely,Research & Development,29,Life Sciences,3,96,Manufacturing Director,2,Married,6549,1,No,14,3,8,2,2,8,6,1,7
1515,Male,33,No,Travel_Rarely,Research & Development,8,Life Sciences,4,69,Healthcare Representative,3,Single,6388,2,Yes,17,3,14,6,3,0,0,0,0
1516,Male,32,No,Travel_Rarely,Research & Development,10,Medical,3,64,Manager,4,Single,11244,2,No,25,4,10,5,4,5,2,0,0
1520,Female,54,No,Travel_Frequently,Research & Development,11,Medical,2,87,Manager,4,Divorced,16032,3,No,20,4,26,2,3,14,9,1,12
1522,Male,29,Yes,Travel_Rarely,Research & Development,1,Technical Degree,1,100,Research Scientist,1,Single,2362,6,No,13,3,11,2,1,9,7,0,7
1523,Male,44,No,Travel_Rarely,Research & Development,28,Life Sciences,4,32,Research Director,1,Married,16328,3,No,13,3,24,1,4,20,6,14,17
1525,Female,39,No,Travel_Rarely,Research & Development,6,Life Sciences,2,32,Manufacturing Director,2,Single,8376,4,No,18,3,9,3,3,2,0,2,2
1527,Female,46,No,Travel_Rarely,Sales,3,Life Sciences,3,51,Manager,2,Married,16606,8,No,12,3,23,2,4,13,12,5,1
1529,Female,35,No,Travel_Rarely,Research & Development,16,Life Sciences,4,91,Healthcare Representative,2,Single,8606,1,No,19,3,11,3,1,11,8,3,3
1533,Male,23,No,Travel_Rarely,Research & Development,20,Life Sciences,1,97,Laboratory Technician,3,Single,2272,0,No,14,3,5,2,3,4,3,1,2
1534,Male,40,Yes,Travel_Rarely,Research & Development,9,Life Sciences,4,86,Laboratory Technician,1,Single,2018,3,No,14,3,15,3,1,5,4,1,0
1535,Male,34,No,Travel_Rarely,Sales,1,Technical Degree,4,64,Sales Executive,3,Married,7083,1,Yes,14,3,10,3,3,10,9,8,6
1537,Female,31,Yes,Travel_Frequently,Research & Development,3,Life Sciences,4,33,Research Scientist,3,Single,4084,1,No,12,3,7,2,1,7,2,7,7
1539,Male,50,No,Travel_Frequently,Research & Development,22,Medical,3,88,Research Director,4,Single,14411,1,Yes,13,3,32,2,3,32,6,13,9
1541,Male,34,No,Travel_Rarely,Sales,7,Technical Degree,2,55,Sales Representative,3,Married,2308,0,Yes,25,4,12,4,3,11,10,5,7
